observer,scene,condition_1,condition_2,selection
observer29,CourtYard,H_3840x2160_bright_near,L_3840x2160_bright_near,1
observer29,FishingCloseshot,M_1920x1080_bright_near,L_1920x1080_bright_near,1
observer29,GearsOfWar4,M_3840x2160_bright_near,H_1920x1080_bright_near,0
observer29,ShadowOfTheTombRaider,M_1920x1080_bright_near,M_1280x720_bright_near,1
observer29,RushPixar,M_3840x2160_bright_near,M_1920x1080_bright_near,1
observer29,GearsOfWar4,L_3840x2160_bright_near,M_1280x720_bright_near,0
observer29,GearsOfWar4,M_3840x2160_bright_near,M_1920x1080_bright_near,0
observer29,TrafficLight,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer29,Bonfire,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer29,PorscheCloseUp,L_3840x2160_bright_near,M_1920x1080_bright_near,1
observer29,SolLevante_p2,L_3840x2160_bright_near,M_1280x720_bright_near,0
observer29,NightStreet,H_1280x720_bright_near,L_1280x720_bright_near,1
observer29,FishingCloseshot,H_1280x720_bright_near,M_1280x720_bright_near,1
observer29,SmithHammering,M_1920x1080_bright_near,M_1280x720_bright_near,1
observer29,RushPixar,M_1920x1080_bright_near,L_1920x1080_bright_near,1
observer29,PUBG_p2,L_3840x2160_bright_near,L_1920x1080_bright_near,1
observer29,RocketLeague,H_3840x2160_bright_near,M_1920x1080_bright_near,1
observer29,SolLevante_p1,M_1280x720_bright_near,L_1280x720_bright_near,1
observer29,Bistro,M_1920x1080_bright_near,L_1920x1080_bright_near,1
observer29,RocketLeague,H_3840x2160_bright_near,H_1280x720_bright_near,1
observer29,RushPixar,H_1920x1080_bright_near,M_1920x1080_bright_near,0
observer29,ShadowOfTheTombRaider,M_1280x720_bright_near,L_1280x720_bright_near,1
observer29,Showgirl01,M_1920x1080_bright_near,M_1280x720_bright_near,1
observer29,GearsOfWar4,L_3840x2160_bright_near,H_1280x720_bright_near,1
observer29,Bonfire,H_1920x1080_bright_near,M_1280x720_bright_near,1
observer29,RushPixar,M_1920x1080_bright_near,M_1280x720_bright_near,0
observer29,PUBG_p2,L_3840x2160_bright_near,L_3840x2160_bright_far,0
observer29,ShadowOfTheTombRaider,M_3840x2160_bright_near,L_3840x2160_bright_far,0
observer29,SolLevante_p2,L_1280x720_bright_near,M_1280x720_bright_far,0
observer29,RocketLeague,L_1920x1080_bright_near,M_1280x720_bright_far,0
observer29,NightStreet,M_1280x720_bright_near,L_1920x1080_bright_far,0
observer29,Bonfire,H_1280x720_bright_near,M_1920x1080_bright_far,1
observer29,RocketLeague,L_1280x720_bright_near,L_1920x1080_bright_far,0
observer29,SmithHammering,L_1920x1080_bright_near,L_1920x1080_bright_far,0
observer29,SolLevante_p2,M_3840x2160_bright_near,M_1920x1080_bright_far,1
observer29,TrafficLight,M_1920x1080_bright_near,M_3840x2160_bright_far,0
observer29,TrafficLight,M_3840x2160_bright_near,H_3840x2160_bright_far,1
observer29,RushPixar,M_1920x1080_bright_near,L_1920x1080_bright_far,0
observer29,SolLevante_p2,H_1280x720_bright_near,L_3840x2160_bright_far,0
observer29,PUBG_p2,M_1920x1080_bright_near,M_3840x2160_bright_far,0
observer29,Bistro,M_1920x1080_bright_near,H_1920x1080_bright_far,0
observer29,TrafficLight,H_3840x2160_bright_near,M_3840x2160_bright_far,0
observer29,CourtYard,H_1920x1080_bright_near,M_3840x2160_bright_far,0
observer29,RushPixar,L_3840x2160_bright_near,M_1280x720_bright_far,0
observer29,PorscheCloseUp,H_1280x720_bright_near,M_1280x720_bright_far,0
observer29,SmithHammering,H_1280x720_bright_near,M_1280x720_bright_far,1
observer29,GearsOfWar4,H_1280x720_bright_near,L_1920x1080_bright_far,1
observer29,NightStreet,M_1920x1080_bright_near,M_1920x1080_bright_far,0
observer29,CourtYard,M_1920x1080_bright_near,L_1920x1080_bright_far,0
observer29,SolLevante_p2,L_3840x2160_bright_near,M_1280x720_bright_far,0
observer29,TrafficLight,H_1920x1080_bright_near,M_3840x2160_bright_far,0
observer29,CourtYard,M_3840x2160_bright_near,L_3840x2160_bright_far,1
observer29,RushPixar,M_1920x1080_bright_near,L_3840x2160_bright_far,0
observer29,SolLevante_p2,H_1280x720_bright_near,H_1280x720_bright_far,0
observer29,Bistro,M_1280x720_bright_near,L_1920x1080_bright_far,0
observer29,SmithHammering,M_1920x1080_bright_near,M_1280x720_bright_far,0
observer29,ShadowOfTheTombRaider,H_1280x720_bright_near,L_3840x2160_bright_far,0
observer29,Bonfire,L_3840x2160_bright_near,L_3840x2160_bright_far,1
observer29,PUBG_p2,H_1920x1080_bright_near,H_1280x720_bright_far,0
observer29,SolLevante_p1,H_1920x1080_bright_near,L_3840x2160_bright_far,1
observer29,SolLevante_p2,H_1280x720_bright_near,H_1920x1080_bright_far,0
observer29,PUBG_p2,L_1280x720_bright_near,L_1920x1080_bright_far,0
observer29,RocketLeague,M_1920x1080_bright_near,H_1280x720_bright_far,0
observer29,RocketLeague,M_1920x1080_bright_near,H_3840x2160_bright_far,0
observer29,TrafficLight,H_1280x720_bright_near,H_1280x720_bright_far,0
observer29,PorscheCloseUp,H_1920x1080_bright_near,L_3840x2160_bright_far,0
observer29,GearsOfWar4,M_1920x1080_bright_near,L_1920x1080_bright_far,0
observer29,PorscheCloseUp,H_3840x2160_bright_near,H_1280x720_bright_far,1
observer29,NightStreet,M_3840x2160_bright_near,M_3840x2160_bright_far,1
observer29,RocketLeague,H_3840x2160_bright_near,M_1920x1080_bright_far,1
observer29,SolLevante_p2,L_1920x1080_bright_near,L_1920x1080_bright_far,0
observer29,ShadowOfTheTombRaider,H_1920x1080_bright_near,M_1920x1080_bright_far,0
observer29,ShadowOfTheTombRaider,M_1920x1080_bright_near,L_1920x1080_bright_far,0
observer29,Showgirl01,H_1920x1080_bright_near,H_1280x720_bright_far,0
observer29,RushPixar,M_3840x2160_bright_near,H_1280x720_bright_far,0
observer29,NightStreet,H_3840x2160_bright_near,H_1280x720_bright_far,1
observer29,PorscheCloseUp,M_3840x2160_bright_near,M_1280x720_bright_far,1
observer29,NightStreet,L_1920x1080_bright_near,M_1280x720_bright_far,0
observer29,RocketLeague,H_1920x1080_bright_near,H_1280x720_bright_far,1
observer29,Bonfire,H_1920x1080_bright_near,M_1280x720_bright_far,1
observer29,RushPixar,H_1280x720_bright_near,H_3840x2160_bright_far,0
observer29,RocketLeague,M_1920x1080_bright_near,M_3840x2160_bright_far,0
observer29,TrafficLight,M_1920x1080_bright_near,L_3840x2160_bright_far,0
observer29,GearsOfWar4,L_1920x1080_bright_near,L_1280x720_bright_far,0
observer29,SolLevante_p1,M_3840x2160_bright_near,M_1920x1080_bright_far,0
observer29,PUBG_p2,M_1920x1080_bright_near,L_3840x2160_bright_far,0
observer29,CourtYard,M_1920x1080_bright_near,M_1280x720_bright_far,0
observer29,SmithHammering,M_1920x1080_bright_near,M_1920x1080_bright_far,0
observer29,SolLevante_p2,H_3840x2160_bright_near,H_3840x2160_bright_far,1
observer29,NightStreet,L_1280x720_bright_near,L_1920x1080_bright_far,0
observer29,Bonfire,M_3840x2160_bright_near,M_1280x720_bright_far,1
observer29,Bistro,M_1920x1080_bright_near,M_1920x1080_bright_far,0
observer29,CourtYard,M_3840x2160_bright_near,H_1280x720_bright_far,0
observer29,RocketLeague,H_1280x720_bright_near,L_3840x2160_bright_far,0
observer29,RocketLeague,M_3840x2160_bright_near,H_1920x1080_bright_far,0
observer29,Bonfire,H_1280x720_bright_near,M_3840x2160_bright_far,0
observer29,Showgirl01,H_1920x1080_bright_near,M_1920x1080_bright_far,1
observer29,CourtYard,H_1920x1080_bright_near,M_1920x1080_bright_far,0
observer29,SolLevante_p1,H_1920x1080_bright_near,M_1280x720_bright_far,1
observer29,Bonfire,M_3840x2160_bright_near,M_1920x1080_bright_far,0
observer29,ShadowOfTheTombRaider,L_1920x1080_bright_near,M_1280x720_bright_far,0
observer29,GearsOfWar4,L_1280x720_bright_near,L_1280x720_bright_far,0
observer29,Bonfire,M_1920x1080_bright_near,L_3840x2160_bright_far,1
observer29,RushPixar,H_1920x1080_bright_near,H_1920x1080_bright_far,0
observer29,PUBG_p2,M_1920x1080_bright_near,M_1280x720_bright_far,0
observer29,PUBG_p2,H_3840x2160_bright_near,H_3840x2160_bright_far,0
observer29,FishingCloseshot,H_1920x1080_bright_near,M_1280x720_bright_far,0
observer29,PorscheCloseUp,M_1280x720_bright_near,M_1280x720_bright_far,0
observer29,GearsOfWar4,M_3840x2160_bright_near,H_3840x2160_bright_far,0
observer29,PorscheCloseUp,H_1920x1080_bright_near,H_3840x2160_bright_far,0
observer29,Bonfire,M_1920x1080_bright_near,M_1280x720_bright_far,0
observer29,SmithHammering,M_1280x720_bright_near,M_1280x720_bright_far,0
observer29,TrafficLight,M_1920x1080_bright_near,M_1920x1080_bright_far,0
observer29,GearsOfWar4,H_1280x720_bright_near,M_1280x720_bright_far,0
observer29,SolLevante_p2,L_3840x2160_bright_near,L_1280x720_bright_far,1
observer29,ShadowOfTheTombRaider,L_1280x720_bright_near,L_1280x720_bright_far,0
observer29,NightStreet,L_1280x720_bright_near,L_1280x720_bright_far,0
observer29,ShadowOfTheTombRaider,M_1280x720_bright_near,L_1280x720_bright_far,0
observer29,CourtYard,H_1920x1080_bright_near,H_1920x1080_bright_far,0
observer29,SolLevante_p1,H_3840x2160_bright_near,H_3840x2160_bright_far,0
observer29,Showgirl01,H_1920x1080_bright_near,M_1280x720_bright_far,0
observer29,Bistro,L_1280x720_bright_near,L_1280x720_bright_far,0
observer29,Bistro,M_1280x720_bright_near,M_1280x720_bright_far,0
observer29,Bistro,H_1280x720_bright_near,H_1280x720_bright_far,0
observer29,CourtYard,L_3840x2160_bright_near,L_3840x2160_bright_far,0
observer29,Bistro,L_1280x720_bright_near,L_1920x1080_bright_far,0
observer29,TrafficLight,M_3840x2160_bright_near,H_1920x1080_bright_far,0
observer29,GearsOfWar4,M_1920x1080_bright_near,L_3840x2160_bright_far,0
observer29,GearsOfWar4,H_1920x1080_bright_near,H_3840x2160_bright_far,0
observer29,PUBG_p2,M_1920x1080_bright_near,H_3840x2160_bright_far,0
observer29,SolLevante_p1,L_3840x2160_bright_near,L_1280x720_bright_far,1
observer29,FishingCloseshot,H_1920x1080_bright_near,H_1920x1080_bright_far,0
observer29,SolLevante_p2,M_1920x1080_bright_near,L_3840x2160_bright_far,0
observer29,Showgirl01,H_1280x720_bright_near,L_1920x1080_bright_far,1
observer29,Bonfire,H_1920x1080_bright_near,H_3840x2160_bright_far,0
observer29,GearsOfWar4,M_1920x1080_bright_near,H_1920x1080_bright_far,0
observer29,NightStreet,M_3840x2160_bright_near,H_3840x2160_bright_far,0
observer29,TrafficLight,L_3840x2160_bright_near,H_3840x2160_bright_far,0
observer29,RocketLeague,M_1920x1080_bright_near,M_1280x720_bright_far,1
observer29,SolLevante_p1,M_1920x1080_bright_near,L_3840x2160_bright_far,0
observer29,GearsOfWar4,M_1920x1080_bright_near,M_1920x1080_bright_far,0
observer29,NightStreet,M_1920x1080_bright_near,M_1280x720_bright_far,0
observer29,RushPixar,L_1920x1080_bright_near,L_1920x1080_bright_far,0
observer29,SolLevante_p1,L_3840x2160_bright_near,L_1920x1080_bright_far,1
observer29,SmithHammering,M_1920x1080_bright_near,H_1280x720_bright_far,0
observer29,PorscheCloseUp,L_1280x720_bright_near,L_1280x720_bright_far,0
observer29,PUBG_p2,M_1280x720_bright_near,L_3840x2160_bright_far,0
observer29,GearsOfWar4,M_1280x720_bright_near,L_1920x1080_bright_far,0
observer29,ShadowOfTheTombRaider,H_1280x720_bright_near,M_1280x720_bright_far,0
observer29,NightStreet,H_1280x720_bright_near,L_1920x1080_bright_far,0
observer4,RushPixar,L_1920x1080_bright_far,M_1280x720_bright_far,0
observer4,NightStreet,M_1280x720_bright_far,L_1280x720_bright_far,1
observer4,PorscheCloseUp,M_3840x2160_bright_far,M_1280x720_bright_far,1
observer4,NightStreet,L_1920x1080_bright_far,H_1280x720_bright_far,1
observer4,PorscheCloseUp,L_1920x1080_bright_far,L_1280x720_bright_far,1
observer4,PorscheCloseUp,H_3840x2160_bright_far,M_3840x2160_bright_far,1
observer4,PUBG_p2,H_1280x720_bright_far,M_1280x720_bright_far,1
observer4,ShadowOfTheTombRaider,M_3840x2160_bright_far,H_1920x1080_bright_far,0
observer4,SolLevante_p2,M_1920x1080_bright_far,L_1920x1080_bright_far,1
observer4,RocketLeague,H_3840x2160_bright_far,H_1280x720_bright_far,1
observer4,RushPixar,L_3840x2160_bright_far,H_1920x1080_bright_far,0
observer4,RocketLeague,M_3840x2160_bright_far,M_1280x720_bright_far,1
observer4,NightStreet,M_1920x1080_bright_far,H_1280x720_bright_far,1
observer4,SolLevante_p1,L_3840x2160_bright_far,M_1280x720_bright_far,1
observer4,TrafficLight,H_3840x2160_bright_far,M_3840x2160_bright_far,0
observer4,PUBG_p2,L_3840x2160_bright_far,L_1920x1080_bright_far,1
observer4,SolLevante_p2,H_3840x2160_bright_far,M_3840x2160_bright_far,1
observer4,RocketLeague,L_3840x2160_bright_far,H_1280x720_bright_far,0
observer4,PorscheCloseUp,M_1920x1080_bright_far,M_1280x720_bright_far,1
observer4,CourtYard,M_3840x2160_bright_far,L_3840x2160_bright_far,0
observer4,ShadowOfTheTombRaider,M_1920x1080_bright_far,H_1280x720_bright_far,0
observer4,Bistro,L_1920x1080_bright_far,M_1280x720_bright_far,0
observer4,Bonfire,H_1280x720_bright_far,M_1280x720_bright_far,1
observer4,PUBG_p2,L_3840x2160_bright_far,H_1280x720_bright_far,0
observer4,NightStreet,H_1280x720_bright_far,M_1280x720_bright_far,1
observer4,SolLevante_p1,H_1920x1080_bright_far,H_1280x720_bright_far,1
observer4,TrafficLight,L_1920x1080_bright_far,H_1280x720_bright_far,0
observer4,TrafficLight,H_3840x2160_bright_far,H_1920x1080_bright_far,1
observer4,Bistro,M_1920x1080_bright_far,H_1280x720_bright_far,0
observer4,SolLevante_p2,M_1920x1080_bright_far,M_1280x720_bright_far,1
observer4,RushPixar,L_3840x2160_bright_far,L_1920x1080_bright_far,1
observer4,TrafficLight,H_1920x1080_bright_far,M_1920x1080_bright_far,1
observer4,SolLevante_p1,L_3840x2160_bright_far,M_1920x1080_bright_far,0
observer4,CourtYard,H_1280x720_bright_far,M_1280x720_bright_far,0
observer4,FishingCloseshot,H_1920x1080_bright_far,H_1280x720_bright_far,1
observer4,SolLevante_p2,L_3840x2160_bright_far,H_1920x1080_bright_far,0
observer4,SmithHammering,L_1920x1080_bright_far,L_1280x720_bright_far,1
observer4,GearsOfWar4,M_3840x2160_bright_far,L_3840x2160_bright_far,0
observer4,NightStreet,L_3840x2160_bright_far,H_1280x720_bright_far,1
observer4,SolLevante_p2,M_3840x2160_bright_far,L_3840x2160_bright_far,1
observer4,SolLevante_p1,L_1920x1080_bright_far,L_1280x720_bright_far,0
observer4,SolLevante_p2,H_1920x1080_bright_far,H_1280x720_bright_far,1
observer4,SolLevante_p1,H_1280x720_bright_far,M_1280x720_bright_far,1
observer4,TrafficLight,M_3840x2160_bright_far,H_1280x720_bright_far,0
observer4,FishingCloseshot,H_1920x1080_bright_far,M_1920x1080_bright_far,1
observer4,Bonfire,L_3840x2160_bright_far,L_1920x1080_bright_far,1
observer4,SolLevante_p2,M_1280x720_bright_far,L_1280x720_bright_far,1
observer4,GearsOfWar4,M_1920x1080_bright_far,H_1280x720_bright_far,0
observer4,PorscheCloseUp,H_3840x2160_bright_far,L_3840x2160_bright_far,1
observer4,Showgirl01,L_1920x1080_bright_far,M_1280x720_bright_far,0
observer4,SolLevante_p1,M_3840x2160_bright_far,L_3840x2160_bright_far,1
observer4,Showgirl01,L_1920x1080_bright_far,L_1280x720_bright_far,1
observer4,Bonfire,M_3840x2160_bright_far,H_1920x1080_bright_far,0
observer4,FishingCloseshot,M_1280x720_bright_far,L_1280x720_bright_far,1
observer4,NightStreet,H_1920x1080_bright_far,M_1920x1080_bright_far,0
observer4,TrafficLight,L_1920x1080_bright_far,L_1280x720_bright_far,1
observer4,PUBG_p2,H_3840x2160_bright_far,H_1280x720_bright_far,0
observer4,Bistro,L_1920x1080_bright_far,L_1280x720_bright_far,1
observer4,RushPixar,M_1280x720_bright_far,L_1280x720_bright_far,1
observer4,ShadowOfTheTombRaider,L_3840x2160_bright_far,M_1920x1080_bright_far,0
observer4,ShadowOfTheTombRaider,L_3840x2160_bright_far,L_1920x1080_bright_far,1
observer4,CourtYard,M_3840x2160_bright_far,M_1920x1080_bright_far,0
observer4,RocketLeague,M_1920x1080_bright_far,H_1280x720_bright_far,1
observer4,RocketLeague,M_3840x2160_bright_far,H_1280x720_bright_far,1
observer4,Bonfire,L_3840x2160_bright_far,M_1280x720_bright_far,0
observer4,SmithHammering,H_1280x720_bright_far,M_1280x720_bright_far,1
observer4,SmithHammering,H_1920x1080_bright_far,M_1280x720_bright_far,1
observer4,CourtYard,M_3840x2160_bright_far,H_1280x720_bright_far,1
observer4,RocketLeague,L_1920x1080_bright_far,L_1280x720_bright_far,1
observer4,CourtYard,H_3840x2160_bright_far,M_3840x2160_bright_far,1
observer4,PUBG_p2,M_3840x2160_bright_far,H_1280x720_bright_far,1
observer4,SolLevante_p1,L_3840x2160_bright_far,L_1920x1080_bright_far,1
observer4,ShadowOfTheTombRaider,H_3840x2160_bright_far,M_3840x2160_bright_far,1
observer4,Showgirl01,H_1920x1080_bright_far,M_1280x720_bright_far,1
observer4,NightStreet,M_3840x2160_bright_far,H_1920x1080_bright_far,1
observer4,Bistro,M_1920x1080_bright_far,L_1920x1080_bright_far,1
observer4,PorscheCloseUp,L_1920x1080_bright_far,M_1280x720_bright_far,1
observer4,Bonfire,M_3840x2160_bright_far,M_1920x1080_bright_far,0
observer4,PorscheCloseUp,L_3840x2160_bright_far,H_1920x1080_bright_far,0
observer4,Bonfire,L_3840x2160_bright_far,L_1280x720_bright_far,1
observer4,Showgirl01,H_1920x1080_bright_far,H_1280x720_bright_far,1
observer4,ShadowOfTheTombRaider,L_1920x1080_bright_far,M_1280x720_bright_far,0
observer4,PUBG_p2,H_3840x2160_bright_far,H_1920x1080_bright_far,0
observer4,PUBG_p2,L_1920x1080_bright_far,L_1280x720_bright_far,1
observer4,SmithHammering,M_1920x1080_bright_far,L_1920x1080_bright_far,1
observer4,GearsOfWar4,L_1920x1080_bright_far,H_1280x720_bright_far,1
observer4,CourtYard,M_3840x2160_bright_far,H_1920x1080_bright_far,1
observer4,CourtYard,L_1920x1080_bright_far,H_1280x720_bright_far,1
observer4,GearsOfWar4,M_1280x720_bright_far,L_1280x720_bright_far,1
observer4,TrafficLight,M_3840x2160_bright_far,M_1280x720_bright_far,0
observer4,CourtYard,M_1280x720_bright_far,L_1280x720_bright_far,1
observer4,FishingCloseshot,H_1280x720_bright_far,M_1280x720_bright_far,1
observer4,GearsOfWar4,H_3840x2160_bright_far,H_1280x720_bright_far,1
observer4,ShadowOfTheTombRaider,M_3840x2160_bright_far,H_1280x720_bright_far,1
observer4,RushPixar,L_3840x2160_bright_far,H_1280x720_bright_far,0
observer4,GearsOfWar4,H_3840x2160_bright_far,M_3840x2160_bright_far,1
observer4,GearsOfWar4,L_3840x2160_bright_far,M_1280x720_bright_far,1
observer4,TrafficLight,L_3840x2160_bright_far,L_1920x1080_bright_far,1
observer4,Bonfire,M_3840x2160_bright_far,M_1280x720_bright_far,1
observer4,PorscheCloseUp,H_1280x720_bright_far,M_1280x720_bright_far,1
observer4,SolLevante_p2,M_1920x1080_bright_far,H_1280x720_bright_far,1
observer4,NightStreet,H_3840x2160_bright_far,H_1280x720_bright_far,1
observer4,FishingCloseshot,L_1920x1080_bright_far,M_1280x720_bright_far,0
observer4,SmithHammering,M_1920x1080_bright_far,H_1280x720_bright_far,0
observer4,RushPixar,M_3840x2160_bright_far,L_3840x2160_bright_far,1
observer4,PUBG_p2,M_1920x1080_bright_far,M_1280x720_bright_far,1
observer4,RocketLeague,M_3840x2160_bright_far,H_1920x1080_bright_far,0
observer4,SolLevante_p1,H_3840x2160_bright_far,H_1280x720_bright_far,1
observer4,Bistro,H_1920x1080_bright_far,M_1920x1080_bright_far,1
observer4,RocketLeague,L_3840x2160_bright_far,L_1920x1080_bright_far,1
observer4,RushPixar,L_3840x2160_bright_far,M_1920x1080_bright_far,0
observer4,ShadowOfTheTombRaider,L_1920x1080_bright_far,L_1280x720_bright_far,1
observer4,Showgirl01,M_1920x1080_bright_far,M_1280x720_bright_far,1
observer4,GearsOfWar4,L_3840x2160_bright_far,H_1920x1080_bright_far,1
observer4,Bonfire,H_3840x2160_bright_far,H_1280x720_bright_far,1
observer4,RushPixar,H_3840x2160_bright_far,M_1920x1080_bright_far,1
observer4,ShadowOfTheTombRaider,M_3840x2160_bright_near,M_1920x1080_bright_far,1
observer4,NightStreet,M_1920x1080_bright_near,H_1280x720_bright_far,1
observer4,PorscheCloseUp,L_3840x2160_bright_near,H_1280x720_bright_far,0
observer4,GearsOfWar4,H_1280x720_bright_near,L_1920x1080_bright_far,0
observer4,RocketLeague,M_1920x1080_bright_near,H_1280x720_bright_far,0
observer4,SmithHammering,M_1920x1080_bright_near,L_1920x1080_bright_far,1
observer4,PorscheCloseUp,L_3840x2160_bright_near,M_1920x1080_bright_far,0
observer4,GearsOfWar4,H_3840x2160_bright_near,H_1920x1080_bright_far,1
observer4,PUBG_p2,H_1280x720_bright_near,M_1920x1080_bright_far,0
observer4,FishingCloseshot,M_1280x720_bright_near,L_1280x720_bright_far,1
observer4,RocketLeague,M_1920x1080_bright_near,M_1920x1080_bright_far,1
observer4,Bonfire,M_3840x2160_bright_near,M_1920x1080_bright_far,1
observer4,RocketLeague,L_3840x2160_bright_near,L_1280x720_bright_far,1
observer4,SolLevante_p1,H_1280x720_bright_near,M_1280x720_bright_far,1
observer4,CourtYard,L_1920x1080_bright_near,L_1280x720_bright_far,1
observer4,RocketLeague,L_1280x720_bright_near,L_1920x1080_bright_far,0
observer4,Bonfire,M_1920x1080_bright_near,M_1280x720_bright_far,0
observer4,PUBG_p2,L_1280x720_bright_near,L_1920x1080_bright_far,0
observer4,SmithHammering,L_1280x720_bright_near,L_1920x1080_bright_far,0
observer4,TrafficLight,H_1280x720_bright_near,M_1920x1080_bright_far,0
observer4,GearsOfWar4,H_1920x1080_bright_near,M_3840x2160_bright_far,1
observer4,SolLevante_p1,M_3840x2160_bright_near,H_1280x720_bright_far,0
observer4,TrafficLight,H_3840x2160_bright_near,L_3840x2160_bright_far,1
observer4,Showgirl01,H_1280x720_bright_near,H_1920x1080_bright_far,0
observer4,Bonfire,M_3840x2160_bright_near,H_1920x1080_bright_far,0
observer4,PUBG_p2,H_1920x1080_bright_near,M_1920x1080_bright_far,0
observer4,SolLevante_p2,M_1920x1080_bright_near,M_1280x720_bright_far,1
observer4,ShadowOfTheTombRaider,H_1280x720_bright_near,H_3840x2160_bright_far,0
observer4,SolLevante_p2,M_3840x2160_bright_near,M_1920x1080_bright_far,1
observer4,TrafficLight,H_1920x1080_bright_near,L_3840x2160_bright_far,1
observer4,PUBG_p2,M_1920x1080_bright_near,M_1280x720_bright_far,1
observer4,PorscheCloseUp,H_1280x720_bright_near,L_1280x720_bright_far,1
observer4,TrafficLight,M_3840x2160_bright_near,M_1280x720_bright_far,1
observer4,PorscheCloseUp,M_3840x2160_bright_near,L_3840x2160_bright_far,1
observer4,Bonfire,M_1920x1080_bright_near,L_1920x1080_bright_far,1
observer4,SolLevante_p2,M_3840x2160_bright_near,M_3840x2160_bright_far,0
observer4,GearsOfWar4,L_3840x2160_bright_near,L_3840x2160_bright_far,0
observer4,NightStreet,M_3840x2160_bright_near,M_1920x1080_bright_far,0
observer4,SolLevante_p2,M_3840x2160_bright_near,H_1920x1080_bright_far,0
observer4,SolLevante_p2,H_1920x1080_bright_near,M_1920x1080_bright_far,1
observer4,PorscheCloseUp,H_1920x1080_bright_near,H_1920x1080_bright_far,0
observer4,PorscheCloseUp,H_1920x1080_bright_near,H_3840x2160_bright_far,0
observer4,RocketLeague,L_3840x2160_bright_near,L_3840x2160_bright_far,0
observer4,PUBG_p2,M_3840x2160_bright_near,H_1920x1080_bright_far,0
observer4,RocketLeague,M_1920x1080_bright_near,M_3840x2160_bright_far,0
observer4,RocketLeague,H_1280x720_bright_near,M_1280x720_bright_far,1
observer4,SolLevante_p1,M_1280x720_bright_near,L_1280x720_bright_far,1
observer4,SmithHammering,H_1280x720_bright_near,M_1920x1080_bright_far,0
observer4,Showgirl01,H_1280x720_bright_near,M_1280x720_bright_far,1
observer4,CourtYard,L_3840x2160_bright_near,L_3840x2160_bright_far,0
observer4,TrafficLight,H_1920x1080_bright_near,M_1280x720_bright_far,0
observer4,Bonfire,M_1920x1080_bright_near,L_1280x720_bright_far,1
observer4,CourtYard,H_3840x2160_bright_near,M_1920x1080_bright_far,0
observer4,SolLevante_p1,L_1280x720_bright_near,L_1920x1080_bright_far,0
observer4,Showgirl01,H_1920x1080_bright_near,M_1920x1080_bright_far,1
observer4,ShadowOfTheTombRaider,L_3840x2160_bright_near,M_1280x720_bright_far,0
observer4,FishingCloseshot,L_1920x1080_bright_near,H_1920x1080_bright_far,0
observer4,Bistro,L_1280x720_bright_near,L_1920x1080_bright_far,0
observer4,Bonfire,L_1280x720_bright_near,L_3840x2160_bright_far,0
observer4,RushPixar,M_1280x720_bright_near,M_1280x720_bright_far,0
observer4,RushPixar,L_1920x1080_bright_near,L_1920x1080_bright_far,1
observer4,Bistro,M_1920x1080_bright_near,M_1280x720_bright_far,1
observer4,ShadowOfTheTombRaider,H_3840x2160_bright_near,M_3840x2160_bright_far,1
observer4,Bonfire,L_1920x1080_bright_near,H_3840x2160_bright_far,0
observer4,Showgirl01,L_1920x1080_bright_near,L_1920x1080_bright_far,0
observer4,ShadowOfTheTombRaider,M_3840x2160_bright_near,M_1280x720_bright_far,0
observer4,FishingCloseshot,M_1280x720_bright_near,M_1280x720_bright_far,1
observer4,FishingCloseshot,M_1920x1080_bright_near,H_1920x1080_bright_far,0
observer4,SolLevante_p2,L_1920x1080_bright_near,L_3840x2160_bright_far,0
observer4,PUBG_p2,M_3840x2160_bright_near,H_1280x720_bright_far,0
observer4,SolLevante_p1,H_1280x720_bright_near,M_3840x2160_bright_far,0
observer4,CourtYard,L_3840x2160_bright_near,H_1280x720_bright_far,0
observer4,Bonfire,M_3840x2160_bright_near,M_1280x720_bright_far,1
observer4,ShadowOfTheTombRaider,L_3840x2160_bright_near,L_1280x720_bright_far,1
observer4,CourtYard,H_1280x720_bright_near,L_1920x1080_bright_far,0
observer4,Bistro,H_1280x720_bright_near,H_1920x1080_bright_far,0
observer4,RushPixar,H_1920x1080_bright_near,H_1920x1080_bright_far,0
observer4,FishingCloseshot,M_1280x720_bright_near,L_1920x1080_bright_far,1
observer4,Showgirl01,M_1280x720_bright_near,L_1920x1080_bright_far,1
observer4,RushPixar,H_3840x2160_bright_near,H_1920x1080_bright_far,1
observer4,Bonfire,M_3840x2160_bright_near,H_1280x720_bright_far,1
observer4,SmithHammering,M_1280x720_bright_near,L_1280x720_bright_far,1
observer4,PUBG_p2,M_1280x720_bright_near,M_1280x720_bright_far,1
observer4,NightStreet,H_1920x1080_bright_near,L_3840x2160_bright_far,0
observer4,ShadowOfTheTombRaider,H_1920x1080_bright_near,L_3840x2160_bright_far,1
observer4,RocketLeague,L_3840x2160_bright_near,M_1280x720_bright_far,0
observer4,ShadowOfTheTombRaider,H_1280x720_bright_near,L_3840x2160_bright_far,1
observer4,FishingCloseshot,M_1280x720_bright_near,M_1920x1080_bright_far,0
observer4,SolLevante_p2,H_3840x2160_bright_near,M_1920x1080_bright_far,1
observer4,SolLevante_p1,M_1280x720_bright_near,L_1920x1080_bright_far,1
